Summary,Issue Type,Priority,Labels,Labels,Labels,Labels,Labels,Description,ID Limitless,Área,Prioridad Limitless,Tipo Limitless
[T-10] lib/sales/upsert-inbound-conversation.ts,Task,Medium,infra,p2,tests,,,"*Tipo:* tests

*Estado verificado:* sin tests.

*Qué hay que hacer:* idempotencia del mismo mensaje entrante (necesita {{[T-INFRA-SUPABASE-MOCK]}}).

*Dónde:* archivo citado.

Fuente: PENDIENTES.md [T-10] · Doc del área: docs/arquitectura/vision-general.md",T-10,"Infraestructura, seguridad y tests (transversal)",P2,tests
[T-11] lib/zernio/resolve-analytics.ts,Task,Medium,infra,p2,tests,,,"*Tipo:* tests

*Estado verificado:* {{lib/zernio/__tests__/}} sólo tiene {{triggers.test.ts}}.

*Qué hay que hacer:* vacío/inválido → ceros; plano; anidado ({{{instagram}}} y {{{platforms:{instagram}}}}) suma; campos faltantes.

*Dónde:* archivo citado.

Fuente: PENDIENTES.md [T-11] · Doc del área: docs/arquitectura/vision-general.md",T-11,"Infraestructura, seguridad y tests (transversal)",P2,tests
[T-12] lib/marketing/overview-metrics.ts,Task,Medium,infra,p2,tests,,,"*Tipo:* tests

*Estado verificado:* {{lib/marketing/__tests__/}} sólo tiene {{ad-metrics-snapshot}}.

*Qué hay que hacer:* {{trendPct}} con previo cero, bordes de {{isInDaysRange}}, engagement con alcance cero.

*Dónde:* archivo citado.

Fuente: PENDIENTES.md [T-12] · Doc del área: docs/arquitectura/vision-general.md",T-12,"Infraestructura, seguridad y tests (transversal)",P2,tests
[T-13] lib/metrics/derive-dashboard-data.ts,Task,Medium,infra,p2,tests,,,"*Tipo:* tests

*Estado verificado:* sin tests.

*Qué hay que hacer:* MRR y clientes nuevos con org vacía.

*Dónde:* archivo citado.

Fuente: PENDIENTES.md [T-13] · Doc del área: docs/arquitectura/vision-general.md",T-13,"Infraestructura, seguridad y tests (transversal)",P2,tests
[T-15] lib/metrics/frequent-objections.ts,Task,Medium,infra,p2,tests,,,"*Tipo:* tests

*Estado verificado:* sin tests; además importa {{@/mocks}} como fallback.

*Qué hay que hacer:* agrupación, tendencia y cadena de fallback.

*Dónde:* archivo citado.

Fuente: PENDIENTES.md [T-15] · Doc del área: docs/arquitectura/vision-general.md",T-15,"Infraestructura, seguridad y tests (transversal)",P2,tests
[T-16] lib/validations.ts,Task,Medium,infra,p2,tests,,,"*Tipo:* tests

*Estado verificado:* sin tests.

*Qué hay que hacer:* esquemas usados en actions con input de usuario: válidos, inválidos, borde.

*Dónde:* archivo citado.

Fuente: PENDIENTES.md [T-16] · Doc del área: docs/arquitectura/vision-general.md",T-16,"Infraestructura, seguridad y tests (transversal)",P2,tests
[T-18] E2E del wizard de importación,Task,Medium,infra,p2,tests,,,"*Tipo:* tests

*Estado verificado:* {{e2e/}} sólo tiene {{holding.spec.ts}}.

*Qué hay que hacer:* Excel multi-hoja → hoja → mapeo → importar → aparecen en {{/clients}}.

*Dónde:* {{apps/web/e2e/}}.

Fuente: PENDIENTES.md [T-18] · Doc del área: docs/arquitectura/vision-general.md",T-18,"Infraestructura, seguridad y tests (transversal)",P2,tests
[T-19] E2E de permisos por rol,Task,Medium,infra,p2,tests,,,"*Tipo:* tests

*Estado verificado:* sin cobertura.

*Qué hay que hacer:* viewer con módulos limitados: no los ve en la nav y por URL ve {{<SinAcceso/>}}.

*Dónde:* {{apps/web/e2e/}}.

Fuente: PENDIENTES.md [T-19] · Doc del área: docs/arquitectura/vision-general.md",T-19,"Infraestructura, seguridad y tests (transversal)",P2,tests
[T-INFRA-E2E-CI] Correr Playwright en CI,Task,Medium,infra,p2,decision-de-negocio,,,"*Tipo:* decisión de negocio

*Estado verificado:* {{playwright.config.ts}} tiene rama de CI; el workflow no lo invoca; necesita una cuenta de test y una base.

*Qué hay que hacer:* decidir cuenta/base de test (proyecto Supabase aparte) y agregar el job.

*Dónde:* {{.github/workflows/ci.yml}}.

Fuente: PENDIENTES.md [T-INFRA-E2E-CI] · Doc del área: docs/arquitectura/vision-general.md",T-INFRA-E2E-CI,"Infraestructura, seguridad y tests (transversal)",P2,decisión de negocio
[WAITLIST-HUERFANO] /api/waitlist sin llamador (nuevo),Task,Low,plataforma,p3,deuda-tecnica,,,"*Tipo:* deuda técnica

*Estado verificado:* ningún componente llama {{/api/waitlist}} (la landing se borró); sigue pública en {{public-paths.ts}}.

*Qué hay que hacer:* borrar la ruta o documentar quién la usa (¿formularios externos?).

*Dónde:* {{apps/web/app/api/waitlist/route.ts}}.

Fuente: PENDIENTES.md [WAITLIST-HUERFANO] · Doc del área: docs/areas/plataforma.md",WAITLIST-HUERFANO,Plataforma,P3,deuda técnica
[DISCORD-STUB-MESSAGE] /api/discord/message es un stub sin uso (nuevo),Task,Low,plataforma,p3,deuda-tecnica,,,"*Tipo:* deuda técnica

*Estado verificado:* devuelve {{{ ok: true }}} tras autenticar; el bot no lo llama.

*Qué hay que hacer:* borrarlo.

*Dónde:* {{apps/web/app/api/discord/message/route.ts}}.

Fuente: PENDIENTES.md [DISCORD-STUB-MESSAGE] · Doc del área: docs/areas/plataforma.md",DISCORD-STUB-MESSAGE,Plataforma,P3,deuda técnica
[UI-CODIGO-MUERTO] Componentes sin uso (nuevo),Task,Low,plataforma,p3,deuda-tecnica,,,"*Tipo:* deuda técnica

*Estado verificado:* {{components/marketing/marketing-subnav.tsx}} sin importadores; {{SidebarShell}} sólo en el showcase; selector {{button[class*=""bg-violet""]}} en {{globals.css}}.

*Qué hay que hacer:* borrar.

*Dónde:* archivos citados.

Fuente: PENDIENTES.md [UI-CODIGO-MUERTO] · Doc del área: docs/areas/plataforma.md",UI-CODIGO-MUERTO,Plataforma,P3,deuda técnica
[DELETION-COMENTARIO-FK] Comentario falso sobre la FK de profiles (nuevo),Task,Low,plataforma,p3,deuda-tecnica,,,"*Tipo:* deuda técnica

*Estado verificado:* {{lib/super-admin/execute-deletion.ts}} dice ""{{profiles}} no tiene ninguna clave foránea a {{auth.users}}""; la tiene ({{20260521000000}}, {{on delete cascade}}) y la auditoría lo confirmó en prod. La lógica (borrar el login aparte) sigue siendo correcta.

*Qué hay que hacer:* corregir el comentario.

*Dónde:* {{apps/web/lib/super-admin/execute-deletion.ts}}.

Fuente: PENDIENTES.md [DELETION-COMENTARIO-FK] · Doc del área: docs/areas/plataforma.md",DELETION-COMENTARIO-FK,Plataforma,P3,deuda técnica
[NAV-2] Renombrar sidebar-modules.ts,Task,Low,plataforma,p3,,,,"_Ítem sin detalle en PENDIENTES.md: completar al refinarlo._

Fuente: PENDIENTES.md [NAV-2] · Doc del área: docs/areas/plataforma.md",NAV-2,Plataforma,P3,
"[NAV-3] Etiqueta ""Fase 1 · Beta""",Task,Low,plataforma,p3,,,,"_Ítem sin detalle en PENDIENTES.md: completar al refinarlo._

Fuente: PENDIENTES.md [NAV-3] · Doc del área: docs/areas/plataforma.md",NAV-3,Plataforma,P3,
[FOUNDER-AREA] El Área del fundador es sólo el snapshot de Inteligencia,Task,Low,plataforma,p3,,,,"_Ítem sin detalle en PENDIENTES.md: completar al refinarlo._

Fuente: PENDIENTES.md [FOUNDER-AREA] · Doc del área: docs/areas/plataforma.md",FOUNDER-AREA,Plataforma,P3,
[BRAND-B] Licenciar Neue Haas Grotesk,Task,Low,plataforma,p3,,,,"_Ítem sin detalle en PENDIENTES.md: completar al refinarlo._

Fuente: PENDIENTES.md [BRAND-B] · Doc del área: docs/areas/plataforma.md",BRAND-B,Plataforma,P3,
[BRAND-C] Validar texto negro sobre naranja,Task,Low,plataforma,p3,,,,"_Ítem sin detalle en PENDIENTES.md: completar al refinarlo._

Fuente: PENDIENTES.md [BRAND-C] · Doc del área: docs/areas/plataforma.md",BRAND-C,Plataforma,P3,
[BRAND-D] Borrar la rama brand-source,Task,Low,plataforma,p3,,,,"_Ítem sin detalle en PENDIENTES.md: completar al refinarlo._

Fuente: PENDIENTES.md [BRAND-D] · Doc del área: docs/areas/plataforma.md",BRAND-D,Plataforma,P3,
[BRAND-E] Dominio,Task,Low,plataforma,p3,,,,"_Ítem sin detalle en PENDIENTES.md: completar al refinarlo._

Fuente: PENDIENTES.md [BRAND-E] · Doc del área: docs/areas/plataforma.md",BRAND-E,Plataforma,P3,
[CHART-A] Vista de tabla accesible para gráficos,Task,Low,plataforma,p3,,,,"_Ítem sin detalle en PENDIENTES.md: completar al refinarlo._

Fuente: PENDIENTES.md [CHART-A] · Doc del área: docs/areas/plataforma.md",CHART-A,Plataforma,P3,
[CHART-B] Embudo con etapas muy dispares,Task,Low,plataforma,p3,,,,"_Ítem sin detalle en PENDIENTES.md: completar al refinarlo._

Fuente: PENDIENTES.md [CHART-B] · Doc del área: docs/areas/plataforma.md",CHART-B,Plataforma,P3,
[UI-21ST] Componentes de 21st.dev sin decidir,Task,Low,plataforma,p3,,,,"_Ítem sin detalle en PENDIENTES.md: completar al refinarlo._

Fuente: PENDIENTES.md [UI-21ST] · Doc del área: docs/areas/plataforma.md",UI-21ST,Plataforma,P3,
[TECH-5] Primitivas con HTMLAttributes sin children explícito,Task,Low,plataforma,p3,,,,"_Ítem sin detalle en PENDIENTES.md: completar al refinarlo._

Fuente: PENDIENTES.md [TECH-5] · Doc del área: docs/areas/plataforma.md",TECH-5,Plataforma,P3,
[DISCORD-100-SERVIDORES] Verificación de la app de Discord al pasar 100 servidores,Task,Low,plataforma,p3,,,,"_Ítem sin detalle en PENDIENTES.md: completar al refinarlo._

Fuente: PENDIENTES.md [DISCORD-100-SERVIDORES] · Doc del área: docs/areas/plataforma.md",DISCORD-100-SERVIDORES,Plataforma,P3,
[INVESTIGAR-LIBRERIAS-CRM] (nuevo) Investigar librerías tipo HubSpot / Pipedrive / Salesforce,Task,Low,clientes,p3,investigacion,,,"*Tipo:* investigación

*Estado verificado:* pedido de Agustín en la reunión del 2026-09-23: varias pantallas buscan parecerse a esos CRM. No hay nada evaluado. Fernando se ofreció a tomarlo.

*Qué hay que hacer:* relevar librerías open source confiables para pipeline/ficha de contacto, compararlas contra construirlo propio (costo de depender de un tercero) y traer una recomendación. Prioridad a definir por Agustín.

*Dónde:* {{docs/areas/clientes.md}}, {{docs/areas/ventas.md}}.

Fuente: PENDIENTES.md [INVESTIGAR-LIBRERIAS-CRM] · Doc del área: docs/areas/clientes.md",INVESTIGAR-LIBRERIAS-CRM,Clientes,P3,investigación
[C0-JOURNEY-STAGES-UI] options_source = 'journey_stages' no se puede elegir (de [C0-PENDIENTES]),Story,Low,clientes,p3,feature,,,"*Tipo:* feature

*Estado verificado:* {{resolve.ts}} lo soporta y la lista lo muestra como insignia, pero toda creación escribe {{options_source: ""inline""}} ({{custom-field-actions.ts:220}}).

*Qué hay que hacer:* opción en {{field-definition-dialog.tsx}} para campos de lista.

*Dónde:* {{apps/web/components/clients/custom-fields/field-definition-dialog.tsx}}, {{apps/web/app/clients/custom-field-actions.ts}}.

Fuente: PENDIENTES.md [C0-JOURNEY-STAGES-UI] · Doc del área: docs/areas/clientes.md",C0-JOURNEY-STAGES-UI,Clientes,P3,feature
[A-ENGANCHES-W3] Wins propuestos desde llamadas de Fathom,Story,Low,clientes,p3,feature,,,"*Tipo:* feature

*Estado verificado:* la mitad de Discord está hecha ({{createWinFromTestimonialAction}}, solapa Candidatos). Nada crea wins ni candidatos con {{source='fathom'}}.

*Qué hay que hacer:* candidato a win desde el resumen de llamadas de entrega, mismo criterio (propone, alguien acepta).

*Dónde:* {{apps/web/lib/fathom/}}, {{apps/web/components/clients/wins/win-candidates.tsx}}.

Fuente: PENDIENTES.md [A-ENGANCHES-W3] · Doc del área: docs/areas/clientes.md",A-ENGANCHES-W3,Clientes,P3,feature
[WINS-BORRADORES-HUERFANOS] Capturas de wins que nunca se guardaron *(nuevo)*,Task,Low,clientes,p3,deuda-tecnica,,,"*Tipo:* deuda técnica

*Estado verificado:* {{prepareWinAttachmentUploadAction}} + {{finalizeWinAttachmentAction}} con {{draftId}} crean objeto y fila antes del win; si el formulario se abandona, nada los limpia (sólo {{lib/super-admin/execute-deletion.ts}} borra {{drafts/}} al dar de baja la org).

*Qué hay que hacer:* cron que borre {{win_attachments}} con {{draft_id}} y {{created_at}} > 24 h, y su objeto.

*Dónde:* {{apps/web/app/clients/win-actions.ts}}.

Fuente: PENDIENTES.md [WINS-BORRADORES-HUERFANOS] · Doc del área: docs/areas/clientes.md",WINS-BORRADORES-HUERFANOS,Clientes,P3,deuda técnica
"[PROPUESTAS-FATHOM-SIN-RESUMEN] Una llamada sin resumen se marca evaluada igual *(nuevo, a confirmar)*",Bug,Low,clientes,p3,bug,,,"*Tipo:* bug

*Estado verificado:* {{proposeCheckpointsFromCallsForOrg}} marca {{checkpoint_checked_at}} en *todas* las filas leídas, incluidas las que no tenían {{summary}} ni {{ai_situation_summary}} ({{lib/fathom/propose-checkpoints.ts:82-88}}). El comentario asume que el resumen nunca llega después; si una llamada queda {{purpose='delivery'}} con cliente antes de procesarse, se pierde para siempre.

*Qué hay que hacer:* confirmar el orden clasificación/procesamiento; si puede pasar, marcar sólo las evaluadas.

*Dónde:* {{apps/web/lib/fathom/propose-checkpoints.ts}}.

Fuente: PENDIENTES.md [PROPUESTAS-FATHOM-SIN-RESUMEN] · Doc del área: docs/areas/clientes.md",PROPUESTAS-FATHOM-SIN-RESUMEN,Clientes,P3,bug
[CLIENTES-SEÑALES-DOS-SILENCIOS] Dos definiciones de «sin novedades» *(nuevo)*,Task,Low,clientes,p3,decision-de-negocio,,,"*Tipo:* decisión de negocio

*Estado verificado:* revisión semanal: 30 días fijos desde el último win o hito ({{lib/clients/weekly-review.ts}}, {{SILENCE_DAYS}}). Lista (add-on): {{organizations.client_silence_days}} sobre 8 fuentes (RPC {{client_last_activity}}).

*Qué hay que hacer:* unificar criterio o nombrarlos distinto.

*Dónde:* los dos archivos + {{apps/web/app/clients/signals-actions.ts}}.

Fuente: PENDIENTES.md [CLIENTES-SEÑALES-DOS-SILENCIOS] · Doc del área: docs/areas/clientes.md",CLIENTES-SEÑALES-DOS-SILENCIOS,Clientes,P3,decisión de negocio
[ONBOARDING-CLIENTES-RESTO] Lo que quedó afuera del onboarding,Story,Low,clientes,p3,feature,,,"*Tipo:* feature

*Estado verificado:* no hay aviso al completar (sólo bandeja y timeline); {{onb_team_members}} es texto; {{showIf}}/audio no editables en {{field-definition-dialog.tsx}}; la ficha no muestra «sin novedades».

*Qué hay que hacer:* decidir canal de aviso (Discord/Resend/nada) y el resto a demanda.

*Dónde:* {{apps/web/app/onboarding-cliente/actions.ts}}, {{apps/web/lib/client-onboarding/}}.

Fuente: PENDIENTES.md [ONBOARDING-CLIENTES-RESTO] · Doc del área: docs/areas/clientes.md",ONBOARDING-CLIENTES-RESTO,Clientes,P3,feature
[TRACKERS-EGRESO-MANUAL] La fecha de egreso no se calcula del plan,Story,Low,clientes,p3,feature,,,"*Tipo:* feature

*Estado verificado:* {{exit_date}} sólo se escribe en {{updateClientTrackingAction}}; nada lo deriva de {{plan_durations}} (1 fila en prod; {{plans}} con 0).

*Qué hay que hacer:* proponer la fecha desde la duración del plan, editable.

*Dónde:* {{apps/web/app/clients/tracking-actions.ts}}.

Fuente: PENDIENTES.md [TRACKERS-EGRESO-MANUAL] · Doc del área: docs/areas/clientes.md",TRACKERS-EGRESO-MANUAL,Clientes,P3,feature
[TRACKERS-RIESGO-PAGOS] «Pago atrasado» sólo mira clients.installments,Task,Low,clientes,p3,deuda-tecnica,,,"*Tipo:* deuda técnica

*Estado verificado:* {{hasOverduePayment}} ({{tracking-actions.ts:313}}) no mira {{client_payments}} ni Cobros.

*Qué hay que hacer:* leer el adeudado de la misma fuente que Cobros (coordinar con Ventas).

*Dónde:* {{apps/web/app/clients/tracking-actions.ts}}.

Fuente: PENDIENTES.md [TRACKERS-RIESGO-PAGOS] · Doc del área: docs/areas/clientes.md",TRACKERS-RIESGO-PAGOS,Clientes,P3,deuda técnica
[TRACKERS-RECOMENDACIONES-6-10] Recomendaciones 6–10 de docs/specs/TRACKERS_EXCEL_VS_LIMITLESS.md,Story,Low,clientes,p3,feature,,,"*Tipo:* feature

*Estado verificado:* no existen ficha de caso (creencias, restricciones, proceso), checklist de contenido por caso, revisión mensual, caso de éxito curado ni responsable por cliente (no hay columna de responsable en {{clients}}).

*Qué hay que hacer:* producto nuevo; priorizar con Santiago.

*Dónde:* —

Fuente: PENDIENTES.md [TRACKERS-RECOMENDACIONES-6-10] · Doc del área: docs/areas/clientes.md",TRACKERS-RECOMENDACIONES-6-10,Clientes,P3,feature
[VENTAS-E2E] Ninguna pantalla de Ventas tiene Playwright,Task,Low,ventas,p3,tests,,,"*Tipo:* tests

*Estado verificado:* {{apps/web/e2e/}} sólo tiene {{auth.setup.ts}} y {{holding.spec.ts}}. Incluye la tabla de seguimiento de {{[LLAMADAS-FASE-2-PULIR]}}.

*Qué hay que hacer:* smoke de Closing (seguimiento, editar celda) y Cobros (registrar cuota).

*Dónde:* {{apps/web/e2e/}}.

Fuente: PENDIENTES.md [VENTAS-E2E] · Doc del área: docs/areas/ventas.md",VENTAS-E2E,Ventas,P3,tests
[ZERNIO-EMOJIS-JSX] Emojis como íconos en la bandeja,Task,Low,ventas,p3,deuda-tecnica,,,"*Tipo:* deuda técnica

*Estado verificado:* {{TAG_CONFIG}} en {{components/sales/zernio-inbox-panel.tsx:39-48}} usa emojis en las etiquetas, contra la regla de UI.

*Qué hay que hacer:* reemplazar por íconos Lucide.

*Dónde:* idem.

Fuente: PENDIENTES.md [ZERNIO-EMOJIS-JSX] · Doc del área: docs/areas/ventas.md",ZERNIO-EMOJIS-JSX,Ventas,P3,deuda técnica
"[CLOSING-FATHOM-PREVIEW] ""Vista previa"" de Fathom es un placeholder",Story,Low,ventas,p3,feature,,,"*Tipo:* feature

*Estado verificado:* {{components/closing/closing-overview.tsx:604-606}} muestra un recuadro gris con el texto ""Vista previa"". Tampoco muestra el análisis de la llamada vinculada ({{fathom_calls.closing_call_id}} existe).

*Qué hay que hacer:* sacar el placeholder o mostrar el resumen/score de la grabación cruzada.

*Dónde:* idem.

Fuente: PENDIENTES.md [CLOSING-FATHOM-PREVIEW] · Doc del área: docs/areas/ventas.md",CLOSING-FATHOM-PREVIEW,Ventas,P3,feature
[RANKING-TREND-FIJO] El ranking de closers siempre dice tendencia estable,Story,Low,ventas,p3,feature,,,"*Tipo:* feature

*Estado verificado:* {{app/sales/actions.ts:152}} → {{trend: ""stable"" as const}}.

*Qué hay que hacer:* calcular contra el período anterior o quitar el indicador.

*Dónde:* {{apps/web/app/sales/actions.ts}}.

Fuente: PENDIENTES.md [RANKING-TREND-FIJO] · Doc del área: docs/areas/ventas.md",RANKING-TREND-FIJO,Ventas,P3,feature
[METRICAS-SENA] No se distingue la seña,Story,Low,ventas,p3,feature,,,"*Tipo:* feature

*Estado verificado:* TODO en {{app/sales/metrics-actions.ts:112}}; se aproxima con {{outcome.paymentType === ""upfront_fee""}}.

*Qué hay que hacer:* decidir si ""seña"" es un estado propio.

*Dónde:* idem.

Fuente: PENDIENTES.md [METRICAS-SENA] · Doc del área: docs/areas/ventas.md",METRICAS-SENA,Ventas,P3,feature
[ERRORES-INTERNOS-AL-CLIENTE] (parte Ventas) Webhooks devuelven el error interno,Bug,Low,ventas,p3,seguridad,,,"*Tipo:* seguridad

*Estado verificado:* auditoría §3 ""Seguridad"" 8. {{app/api/integrations/manychat/webhook/[token]/route.ts:52-56}} devuelve {{e.message}}; lo mismo en el webhook de Calendly.

*Qué hay que hacer:* responder un mensaje genérico y loguear el detalle.

*Dónde:* esas rutas.

Fuente: PENDIENTES.md [ERRORES-INTERNOS-AL-CLIENTE] · Doc del área: docs/areas/ventas.md",ERRORES-INTERNOS-AL-CLIENTE,Ventas,P3,seguridad
